gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,169.393656,1268,2211840,11,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.424883,10,0.351311,-nan,-nan,0.426638,-nan,-nan
0.446018,13,0.351649,-nan,-nan,0.447833,-nan,-nan
0.423365,13,0.352810,-nan,-nan,0.424384,-nan,-nan
0.425325,13,0.350763,-nan,-nan,0.425536,-nan,-nan
0.431300,14,0.351565,-nan,-nan,0.431530,-nan,-nan
0.420386,10,0.350192,-nan,-nan,0.421273,-nan,-nan
0.429235,14,0.351496,-nan,-nan,0.430190,-nan,-nan
0.405715,13,0.349371,-nan,-nan,0.406589,-nan,-nan
0.401637,13,0.352271,-nan,-nan,0.401819,-nan,-nan
0.428549,13,0.352210,-nan,-nan,0.428877,-nan,-nan
0.437106,14,0.355168,-nan,-nan,0.438037,-nan,-nan
0.425218,13,0.351469,-nan,-nan,0.425385,-nan,-nan
0.409493,13,0.348593,-nan,-nan,0.410381,-nan,-nan
0.428658,14,0.353213,-nan,-nan,0.429036,-nan,-nan
0.437919,14,0.348761,-nan,-nan,0.438847,-nan,-nan
0.443217,13,0.351813,-nan,-nan,0.444175,-nan,-nan
0.412473,13,0.352743,-nan,-nan,0.413358,-nan,-nan
0.408933,13,0.350817,-nan,-nan,0.409805,-nan,-nan
0.427418,14,0.355403,-nan,-nan,0.428353,-nan,-nan
0.420156,14,0.351748,-nan,-nan,0.421113,-nan,-nan
